mfcc1,mfcc2,rms,mean,beat,tempo,centroid,zcr,rolloff,TYPE
26971.948388,49730.831325,66.580109,-7.024346,13500.0,10335.9375,2847.203504,7295,4746.077474,happy
25789.505439,49079.286473,67.559548,-7.278056,3000.0,12919.921875,2883.314267,7354,4783.601074,happy
29511.724901,55641.931737,67.736968,-7.258392,25000.0,11745.383523,2955.130224,8815,4914.116211,happy
28962.996396,57122.651959,62.047143,-7.5698,35666.666667,10335.9375,3259.040923,10761,5114.830362,happy
24787.708713,47196.071632,77.818103,-7.091254,34333.333333,12304.6875,3057.74904,7730,5172.466191,happy
25977.951379,52459.578514,54.638438,-7.788714,24500.0,11234.714674,3917.588877,12466,6090.729837,happy
25462.888277,49769.304376,42.931717,-7.691904,31000.0,12919.921875,3061.554378,6857,5046.265267,happy
24788.846093,51137.225892,46.59985,-7.749524,36333.333333,11234.714674,3573.65376,9593,6045.890108,happy
24649.933086,46891.621305,58.469895,-6.864718,45000.0,12304.6875,3027.610413,7104,5352.596029,happy
24678.075028,47436.082692,67.422926,-6.854822,24500.0,11234.714674,3273.180404,9200,5580.861434,happy
27286.722158,50872.82191,76.161392,-6.856424,37333.333333,11745.383523,3009.449934,8221,5168.219136,happy
24957.572406,48510.397816,40.958714,-7.453426,32333.333333,13599.917763,3134.369674,7923,5304.254846,happy
22107.901461,43788.420357,62.464405,-7.03913,30333.333333,12304.6875,3304.165558,8069,5575.281871,happy
24646.283415,48883.880057,67.176692,-7.48074,34333.333333,12919.921875,2938.406297,7813,5222.599284,happy
23917.769079,47570.043941,62.95535,-7.484896,23000.0,11234.714674,3160.30101,7413,5505.276837,happy
23966.83033,47860.964448,76.66634,-7.658376,34333.333333,12304.6875,2911.031656,6950,5093.430739,happy
28390.345314,53534.355289,66.657461,-7.395298,24000.0,10766.601562,2837.591105,6805,4943.896772,happy
30452.551048,57696.674303,55.953603,-7.567812,26500.0,10335.9375,2845.059134,8253,4843.415527,happy
26381.198494,52986.339099,66.233881,-7.558278,24333.333333,12919.921875,3757.853195,11925,5957.356401,happy
24135.536405,46702.172271,59.632935,-7.423236,42000.0,12304.6875,2919.181366,6881,4902.345356,happy
24599.050703,51377.34203,66.442952,-7.694911,22500.0,9938.401442,3237.254137,9206,5719.788019,happy
25093.064957,49061.810692,63.128166,-7.585046,34000.0,12304.6875,2775.907307,6386,4714.681196,happy
28280.902107,55946.123853,52.67464,-7.77113,25500.0,10335.9375,2974.420879,8198,5142.564409,happy
27150.114661,52746.159403,55.449817,-7.440712,26500.0,10335.9375,3306.261142,8888,5565.081077,happy
28490.768757,55642.740758,73.686451,-7.713628,37000.0,10335.9375,2734.289251,7241,4874.45651,happy
27798.955939,54362.211318,69.404431,-7.546379,15000.0,9228.515625,2856.239461,7192,5110.098267,happy
31135.039346,59626.507428,72.722599,-7.497754,19000.0,21533.203125,3364.449632,10927,5685.672286,happy
23178.389394,49584.936521,64.904623,-8.150168,22500.0,14355.46875,3307.056684,8875,5510.373264,happy
22809.23065,45972.952263,80.869466,-7.42427,21500.0,11745.383523,3142.841034,7707,5614.644681,happy
23762.958359,47677.215136,62.796101,-7.380944,24500.0,11234.714674,3038.419338,7491,5458.002387,happy
27505.315137,53109.647972,67.480512,-7.44312,39000.0,15199.908088,3119.108591,8475,5174.228402,happy
27306.973113,55993.128651,58.84457,-7.968376,25000.0,10766.601562,3215.103145,10069,5157.680664,happy
28058.241191,53822.773042,63.397974,-7.403601,13500.0,12304.6875,2972.17287,9195,4901.5263,happy
29604.182604,60214.01924,60.921956,-7.889133,25500.0,8613.28125,3732.78653,14394,5770.232462,happy
23813.156081,48045.263738,77.695176,-7.668388,27500.0,21533.203125,3137.292164,8370,5105.686004,happy
25843.736874,48464.348165,68.070792,-7.344354,11000.0,7599.954044,2664.475306,6445,4538.052646,happy
26662.95837,50972.401191,70.276327,-7.502914,33666.666667,11234.714674,2499.538657,5705,4401.812066,happy
24837.185447,47415.309117,84.125929,-7.427014,31333.333333,11745.383523,2674.787025,5994,4708.688194,happy
26913.55347,49058.580181,87.950252,-7.00792,33333.333333,11745.383523,2723.844214,6203,4761.154754,happy
25360.331275,48501.323302,65.894507,-7.513309,32333.333333,12919.921875,2438.851695,5469,4254.765181,happy
26301.34294,53371.147369,67.710973,-7.77868,52000.0,12919.921875,2902.110586,7991,5070.326812,happy
27376.13736,53804.651206,76.560766,-7.26058,35666.666667,11234.714674,3712.597095,13111,5758.830379,happy
25166.057283,47680.905888,70.703201,-7.124952,33000.0,11745.383523,2707.074447,6587,4589.025415,happy
28692.448221,53341.917782,81.932805,-7.00269,25500.0,11234.714674,2734.89289,7245,4723.357045,happy
26318.590324,50292.2745,81.542321,-7.30905,22500.0,10335.9375,2714.674567,6650,4601.540468,happy
27862.450353,53459.653732,67.559376,-7.52859,23000.0,10766.601562,3317.742713,9741,5196.721909,happy
26852.466058,53750.210954,72.516792,-7.641405,36000.0,10335.9375,3553.311325,11919,5534.644942,happy
28459.663895,54193.609362,72.283238,-7.069764,14000.0,14355.46875,3198.217707,10057,5158.385291,happy
27572.120208,51435.65613,74.245274,-7.102244,37333.333333,11234.714674,2721.78432,7366,4561.322021,happy
25856.644318,45146.882672,98.927379,-5.88117,40500.0,8910.290948,2856.202298,7345,4922.437714,happy
26308.979253,49952.922151,52.880209,-6.9541,36500.0,9570.3125,3311.332019,9043,5319.587833,happy
28078.069938,48737.963619,66.748321,-6.298748,23500.0,11745.383523,2935.284393,7451,4977.846322,happy
27275.815943,51518.758091,67.51731,-6.73415,13500.0,11745.383523,3750.157719,12486,5966.491699,happy
27687.370588,47512.439472,71.035482,-6.118848,14000.0,8335.433468,2977.203447,7707,5140.055339,happy
26597.072959,47826.329326,77.855535,-6.394355,35000.0,10766.601562,3073.923456,7745,5318.312018,happy
28543.154489,53793.259018,67.481808,-6.787663,35333.333333,10335.9375,3433.669605,11027,5563.20722,happy
27744.090965,53931.24843,64.009517,-7.612546,37666.666667,10766.601562,3055.558987,9457,5199.392203,happy
23626.685615,46658.672034,70.611596,-6.854758,34666.666667,12919.921875,3255.729263,8400,5743.725586,happy
24605.153676,48195.452395,81.031702,-6.778822,36666.666667,12304.6875,3252.012171,9087,5571.035661,happy
26062.082497,49502.028189,68.876766,-7.060225,34000.0,11745.383523,2723.479362,6441,5027.354339,happy
24267.398911,46096.091985,73.67342,-7.087238,32666.666667,12919.921875,2762.250772,6535,4883.562678,happy
22202.234434,44068.492072,75.832419,-7.192848,22000.0,8613.28125,3070.674657,7477,5545.6498,happy
24123.615922,45983.644823,75.602315,-7.097412,33000.0,11745.383523,2786.840207,6405,4641.104403,happy
25942.124603,46577.838947,74.878454,-6.530288,33000.0,11745.383523,2678.335274,5801,4594.613145,happy
28061.171389,51588.216669,88.193245,-6.760646,25500.0,10766.601562,2759.138852,7136,4567.885405,happy
25929.256183,53082.544293,47.523633,-7.986262,13500.0,12304.6875,3367.05627,9234,5615.226045,happy
24673.937838,51027.581349,67.144014,-7.572886,34666.666667,11745.383523,3065.192026,8739,5088.147394,happy
26685.287286,54703.735687,42.346474,-7.959787,23000.0,11745.383523,3202.087831,9233,5291.172929,happy
24581.082447,44478.025774,84.109157,-6.545048,33333.333333,12304.6875,2773.061891,5943,4813.095896,happy
26657.418052,52406.231504,74.341856,-7.57318,33000.0,12304.6875,2952.268551,7381,5225.601735,happy
27346.159453,50516.022619,72.545566,-6.978874,25000.0,8910.290948,2800.267569,7089,4770.901673,happy
25899.864023,50059.188395,85.191056,-7.105684,23000.0,10766.601562,2840.867995,6679,5035.72955,happy
27984.098716,53348.565902,80.96043,-7.205815,39333.333333,10766.601562,2827.353841,7722,4828.698453,happy
28998.983692,55466.213132,84.974341,-7.352008,25000.0,11234.714674,2646.386384,7351,4635.859375,happy
29878.706874,54243.930611,69.910005,-6.921938,22500.0,11234.714674,3239.41906,9427,5475.673329,happy
24867.680681,47731.123295,79.525344,-7.056618,48500.0,13599.917763,3056.514268,8202,5052.726237,happy
24737.20879,49989.714059,80.377623,-7.793984,24000.0,11745.383523,3318.805768,9431,5493.758138,happy
26876.483029,52580.173156,62.607437,-7.139914,26000.0,10335.9375,3468.368256,11001,5607.844238,happy
26473.736214,46524.684827,83.072774,-6.113095,39500.0,9938.401442,3235.751285,9250,5374.24108,happy
25924.486818,51079.051617,74.832208,-7.576676,25333.333333,19876.802885,3333.203857,10189,5537.146437,happy
27272.272486,52731.816096,66.413373,-6.99438,24500.0,10335.9375,3782.525858,13193,5906.604943,happy
29754.232762,56078.1306,56.888174,-6.855182,14333.333333,21533.203125,3835.085276,13883,6169.599152,happy
25758.128865,49786.001678,54.471195,-7.50871,23000.0,11745.383523,3305.95043,9743,5276.442261,happy
25046.755476,46865.017113,72.994456,-6.49353,39000.0,9938.401442,3348.300381,9703,5362.1521,happy
25519.517461,48194.643793,91.907047,-6.669155,24500.0,11745.383523,3094.124959,9409,4825.970818,happy
27815.33029,52074.770505,78.010961,-6.971104,26000.0,9228.515625,2975.324417,9129,4867.370185,happy
25666.690531,50209.313213,66.611096,-6.972336,28666.666667,9938.401442,3548.567891,10993,5828.646573,happy
27632.089123,54200.945207,67.49589,-7.380238,38500.0,8910.290948,3548.3904,11659,5517.883301,happy
27515.421228,50625.961949,80.056034,-6.71818,37666.666667,14355.46875,3164.29768,9285,5127.030625,happy
25312.227672,50187.453632,60.223479,-7.316243,24000.0,10335.9375,3678.843471,11360,5610.032744,happy
25538.575277,52574.837893,53.036589,-7.859378,22000.0,12304.6875,3522.687877,11064,5718.066974,happy
26815.595005,53298.417598,61.193295,-7.356339,26500.0,9228.515625,3467.814875,11374,5726.037598,happy
23148.927094,48385.362029,56.824271,-7.694035,40000.0,8910.290948,3627.155086,11251,6038.881776,happy
27433.567096,52439.763642,78.564785,-7.185688,36500.0,13599.917763,3274.326978,10575,5305.088227,happy
26787.134013,53766.358686,65.626174,-7.49423,22000.0,18457.03125,3647.540387,13265,5878.325195,happy
24220.120761,48217.408698,53.529825,-7.594078,26333.333333,10335.9375,3294.392516,9190,5444.76581,happy
25872.062238,54903.641491,59.729304,-7.975708,39000.0,19876.802885,3851.087539,14055,5871.228966,happy
24613.729238,48278.575441,49.173087,-7.784488,3000.0,6799.958882,3049.054526,7719,4743.537983,happy
25189.694095,52458.422596,39.357793,-7.835842,33666.666667,11234.714674,3554.129875,10427,5932.149953,happy
26158.58182,50712.561202,68.813846,-6.897186,36666.666667,11234.714674,3288.018067,10271,5548.066077,happy
27217.28795,51300.214938,59.028592,-7.083214,37666.666667,11234.714674,3220.489895,8753,5529.219899,happy
29584.633764,55423.026203,61.20174,-7.021302,39000.0,10335.9375,3007.539207,8392,5194.066056,happy
28085.156955,49982.187568,79.271764,-6.365416,26000.0,10766.601562,3016.562181,8631,5088.09559,happy
26212.075313,52293.031293,55.569816,-7.670868,26000.0,18457.03125,2869.704655,7716,5025.849609,happy
24460.094964,49717.770933,38.466945,-8.200544,33333.333333,11745.383523,2926.732348,6977,5292.693537,happy
24428.081934,47876.438461,77.067696,-7.062758,42000.0,14355.46875,3196.86972,8556,5662.064959,happy
26934.952364,52660.871124,68.756074,-7.566446,15500.0,9570.3125,3038.540482,8589,5316.041188,happy
28561.011434,51406.40321,72.503872,-6.564768,24500.0,11234.714674,3020.12324,8429,5179.849138,happy
24060.787481,48442.396426,34.790557,-7.7157,33000.0,12919.921875,3426.640384,8726,5762.584986,happy
28920.858847,50808.747755,78.672789,-6.21815,26000.0,11745.383523,2933.370202,8078,5052.594826,happy
25147.995811,45839.419761,74.198104,-6.547919,32666.666667,12919.921875,2774.455105,6610,4615.73749,happy
24904.633711,45895.931218,73.872529,-6.72798,23000.0,11745.383523,3096.984092,8080,5038.907565,happy
22661.455159,45700.959363,42.101663,-7.679835,31000.0,13599.917763,3514.816433,8645,5773.195312,happy
26899.362669,48803.421747,68.196364,-6.760512,25000.0,8335.433468,2948.777499,8241,4822.10829,happy
28403.453655,52840.136617,53.576622,-7.272822,22000.0,12304.6875,2705.575271,6774,4577.856445,happy
26711.743929,51427.092849,67.43934,-7.184694,24000.0,10766.601562,3549.322012,11105,5720.946414,happy
30364.323003,58749.803341,57.106137,-7.630505,27500.0,10335.9375,3027.181061,9105,5385.38464,happy
27428.023063,51083.350157,70.604168,-6.797507,25500.0,10335.9375,3079.954858,8754,5370.306607,happy
26995.697798,52007.924732,62.204648,-7.356537,23000.0,10335.9375,2753.268223,6794,4790.884364,happy
28237.685789,56382.922597,68.486519,-7.648162,39666.666667,10766.601562,2881.654108,8713,4982.595958,happy
29673.726002,55053.759354,68.343185,-6.896748,25500.0,10335.9375,3000.264843,9256,4899.037767,happy
22458.653069,47628.864839,41.992839,-8.279676,12500.0,13599.917763,3260.233543,7212,5673.999023,happy
27426.11268,54062.074452,63.048571,-7.398878,27000.0,10335.9375,3219.491008,9505,5442.038574,happy
27451.763843,51400.231149,62.339753,-7.12752,26500.0,10766.601562,2726.423305,7451,4574.780273,happy
27281.115754,56313.173381,38.607948,-8.064461,25500.0,10766.601562,3420.044325,10739,5422.180176,happy
24968.702507,52214.74753,40.479649,-8.108942,23500.0,11234.714674,2994.110926,7353,5248.590088,happy
26080.094917,52715.368017,66.102639,-7.566839,23500.0,9938.401442,2977.242148,8025,5053.695956,happy
26844.400925,53505.981037,79.005912,-7.489208,26500.0,10335.9375,3246.052314,10219,5650.772198,happy
29653.86179,55629.084332,77.031694,-7.21534,24500.0,10335.9375,2695.585507,7271,4630.834961,happy
26970.855372,52788.34199,65.935619,-7.171524,24500.0,10766.601562,3215.708898,9644,5211.633301,happy
30432.835597,56732.747359,74.445069,-7.305532,25500.0,10766.601562,2695.280616,7455,4740.175781,happy
27913.736119,58580.232742,44.082344,-8.155983,26000.0,10766.601562,3766.916809,12857,6042.697858,happy
25692.836757,48413.526224,74.025415,-7.190092,23000.0,11745.383523,2567.899946,6441,4284.017133,happy
27306.162743,55375.455436,63.810423,-7.711344,27500.0,10335.9375,3354.043289,9959,5829.345703,happy
30435.115351,56707.521172,36.29747,-7.062474,57000.0,11234.714674,2467.432222,6141,4385.943013,sad
31422.331848,58324.086932,33.824284,-7.07941,39333.333333,9938.401442,2188.532843,5356,3822.143555,sad
32213.622995,60370.378136,32.990016,-7.110292,4000.0,5167.96875,3080.588878,9858,5104.456676,sad
31165.724868,59292.554901,34.010127,-7.102735,43666.666667,10335.9375,2611.920532,7351,4572.216797,sad
34242.161806,59848.592977,31.064367,-6.668342,12000.0,11745.383523,2177.837641,5162,4114.524078,sad
30820.176478,55916.989903,36.523078,-6.746455,40750.0,12919.921875,2298.35627,5843,4091.192824,sad
28576.983994,55760.680167,18.370075,-7.72264,39000.0,15199.908088,2345.592719,5376,4189.431485,sad
31600.876438,61530.019881,25.122497,-7.335574,48800.0,13599.917763,2537.951799,7143,4451.884191,sad
35164.887297,58960.192758,37.876196,-6.261922,30500.0,10335.9375,2149.052037,6076,3413.692691,sad
29462.270035,57016.871017,17.530927,-7.740056,69000.0,16149.902344,2512.193771,5606,4527.65839,sad
29145.313854,56916.828557,18.552642,-7.889635,38500.0,12919.921875,2174.235643,4839,3929.80957,sad
32170.778703,59219.996508,27.456509,-7.118216,42000.0,9938.401442,2243.616882,6091,3808.996968,sad
34910.334918,62253.319388,32.942917,-6.572832,41333.333333,9228.515625,2258.948349,6203,4100.004695,sad
30725.091465,57684.218693,17.335188,-7.488647,47500.0,10766.601562,2018.001008,4481,3637.077637,sad
33508.901703,73270.072703,10.141607,-9.289994,58000.0,8613.28125,2686.117261,7429,4838.430244,sad
35053.814503,64632.808598,31.691659,-6.784174,42333.333333,9228.515625,2710.838494,8931,4735.724269,sad
32778.943215,59276.360225,35.133805,-6.90037,45000.0,12919.921875,2552.714584,7427,4226.451874,sad
27719.823644,53415.325516,21.14192,-7.647471,35666.666667,10335.9375,2408.750517,5713,4056.188965,sad
29274.379493,58614.959779,23.239683,-7.721204,26500.0,9570.3125,2821.530168,7553,5003.63641,sad
30803.005034,57391.636372,32.219272,-6.714301,32666.666667,8910.290948,2887.220714,8711,4907.830256,sad
30940.380245,60091.741892,29.485362,-7.144941,39000.0,10335.9375,2893.337071,8601,5027.79182,sad
32801.929074,62790.813464,30.323917,-7.14021,33000.0,9570.3125,2854.809556,9431,4941.254883,sad
28659.862587,57398.709293,17.467884,-7.895289,35333.333333,10335.9375,2679.288047,7341,4779.897837,sad
31956.062497,62884.226208,32.157674,-7.434654,39000.0,15199.908088,3203.197798,11749,5030.07343,sad
35410.635053,64319.927792,29.174689,-7.155766,34333.333333,8613.28125,2206.985442,6050,3886.529964,sad
29969.347748,56681.06407,34.080554,-6.956176,56500.0,12304.6875,2416.188465,6337,4338.155365,sad
32803.538837,61921.453626,33.355616,-7.067455,16000.0,12304.6875,2840.484763,8479,4892.845495,sad
32230.933393,59548.91863,34.868132,-6.761878,40500.0,15199.908088,2609.161271,7191,4819.813099,sad
30535.226091,56842.369664,33.530142,-6.643218,41333.333333,10335.9375,2757.088822,7385,4940.238814,sad
33330.491684,56250.616755,34.664303,-6.031612,9000.0,12919.921875,2051.726985,4357,3985.4559,sad
30288.277676,54970.043822,45.224935,-6.707001,40333.333333,10766.601562,2317.88386,5965,3850.464398,sad
33396.585588,57703.851376,32.702666,-6.330018,24000.0,14355.46875,2379.446734,5947,4058.223724,sad
35036.20674,66536.387079,29.486658,-7.159132,41500.0,15199.908088,3065.719934,10192,5226.597789,sad
33226.095984,63903.531466,31.528257,-7.30415,53500.0,9570.3125,2709.174046,8213,4772.373047,sad
32769.930107,62101.870885,31.710792,-7.189202,41000.0,9938.401442,2476.978423,6375,4377.784639,sad
32068.399796,58270.585857,33.46302,-6.823486,35500.0,11234.714674,2393.243071,6350,3989.362335,sad
32519.979056,57984.578292,38.446236,-6.563042,39000.0,10335.9375,2311.006218,5585,4080.652988,sad
29925.427487,57644.605029,31.530686,-7.071218,29000.0,9228.515625,2513.216373,7777,4503.186035,sad
29269.362727,52925.491292,38.989775,-6.64498,27000.0,9938.401442,2420.135258,6558,4355.392765,sad
32112.265554,61052.48479,31.063113,-7.093192,16000.0,9228.515625,2512.908667,7679,4280.674115,sad
25982.694693,48674.027423,37.024993,-6.446401,20666.666667,15199.908088,2915.716781,8253,4874.701205,sad
32015.410221,62369.961933,25.511818,-7.227274,43750.0,15199.908088,3151.792055,10975,5434.467773,sad
32702.962531,62171.348012,34.01823,-7.016283,42666.666667,9228.515625,2679.216162,8907,4858.505859,sad
33879.495601,59725.38443,28.328519,-6.461472,43500.0,21533.203125,2649.166886,8893,4334.418457,sad
30532.639799,54984.425688,44.436362,-6.302006,52500.0,11745.383523,2384.094067,5851,4372.905173,sad
33033.712173,64216.77843,26.497819,-7.568706,42666.666667,8910.290948,3136.672606,10120,5203.090868,sad
35573.617255,67399.117618,32.214928,-7.233069,43333.333333,9938.401442,2793.391276,8891,4995.311612,sad
33649.90624,60395.775946,34.784965,-6.754007,17500.0,8910.290948,2350.817985,6757,3912.517756,sad
30699.814094,59131.784358,27.059684,-7.107993,41250.0,13599.917763,2992.151481,9039,5135.668945,sad
31280.767165,56507.208225,33.908129,-6.781302,42333.333333,11234.714674,2486.336004,6429,4247.829511,sad
33966.7695,59158.021826,39.221831,-6.42634,43000.0,9570.3125,2329.794845,5951,4179.638672,sad
31489.122755,61433.345752,30.903529,-7.638833,56000.0,11234.714674,2264.287949,6219,4034.399414,sad
33156.747708,59446.359638,39.992969,-6.380974,38333.333333,10766.601562,2989.890233,9631,5085.912612,sad
32012.043286,60260.594084,33.796977,-7.133472,58500.0,11745.383523,2345.895946,6107,4225.401722,sad
31965.929053,60083.269898,34.075819,-6.758977,31500.0,8910.290948,2658.990866,8155,4675.914354,sad
31732.12661,55655.429435,37.435483,-6.572336,27000.0,9228.515625,2166.507198,5359,3426.382212,sad
30337.596619,49498.450076,57.231486,-5.04233,15000.0,9570.3125,2610.184725,7932,4488.199527,sad
30761.504663,52425.242562,38.613945,-6.017705,31000.0,9228.515625,2404.018898,6147,4273.024902,sad
30077.475063,55168.026931,29.110547,-6.602776,26500.0,9228.515625,2506.48773,6679,4441.733141,sad
34062.761556,58473.905922,33.757582,-6.164431,28000.0,9228.515625,2691.309511,8077,4548.834783,sad
31592.359641,55137.451139,42.594515,-6.068322,14000.0,8910.290948,2301.353817,6111,3993.632208,sad
32649.893954,58216.254261,34.746431,-6.205427,17000.0,18457.03125,2650.478083,8392,4668.314813,sad
37307.874368,58202.035374,39.999109,-5.330143,11000.0,16149.902344,2087.593371,5572,3416.088867,sad
32884.469065,52532.141467,54.229569,-5.397712,16500.0,9570.3125,1979.533741,5415,3268.905874,sad
30997.815176,49992.802614,54.256164,-5.521799,13000.0,10335.9375,2112.463419,5125,3400.618584,sad
30383.546308,52899.997261,34.528453,-5.925382,28500.0,9228.515625,2719.625373,7725,4697.411595,sad
32908.101899,55917.553015,50.07923,-5.869758,16500.0,11745.383523,2310.804386,6039,4294.885254,sad
30044.998519,51255.714738,46.965498,-5.958066,15500.0,10335.9375,2352.218478,5845,4313.536089,sad
32948.790724,60557.044815,32.27485,-7.11553,42000.0,11234.714674,2335.383308,6429,3930.586542,sad
32857.083057,61916.767893,28.175728,-7.053322,54500.0,10766.601562,2877.633787,9068,4828.768536,sad
32473.223783,61435.441737,33.067148,-6.895766,56500.0,10766.601562,2792.537806,8871,4781.499023,sad
33531.137529,59465.310647,36.213942,-6.294702,32500.0,12919.921875,3062.79821,10544,5063.334108,sad
33763.642193,56721.153507,43.048814,-5.978518,14500.0,10766.601562,2397.167771,6043,4308.210754,sad
39579.050067,68332.446337,33.406764,-6.196852,34500.0,11745.383523,2285.189286,7019,4381.728389,sad
30294.568575,55263.079335,36.55047,-6.570662,14000.0,12919.921875,2549.009504,6368,4616.71875,sad
31089.192629,62121.823741,23.524173,-7.388721,57500.0,13599.917763,2956.788609,8231,5482.353516,sad
31165.019237,57573.343221,30.860208,-7.02349,38666.666667,9228.515625,2321.364051,6005,4190.269697,sad
32483.885246,56973.183739,41.376468,-6.513112,40000.0,8910.290948,2402.010691,5566,4252.005849,sad
32359.719939,53223.171981,53.582061,-5.32231,55000.0,11745.383523,2480.498984,6508,4577.783203,sad
31552.787964,51828.233023,54.18399,-5.570178,25500.0,9938.401442,2186.596034,5065,3842.3753,sad
30682.907557,60467.759671,26.383568,-7.598176,42333.333333,14355.46875,2578.285975,7567,4400.57373,sad
32845.717259,55636.655265,52.811805,-5.997616,25500.0,8910.290948,2012.095944,4971,3669.484478,sad
33134.240253,63094.189891,29.357927,-7.489988,28000.0,8910.290948,2291.781596,6249,4091.093262,sad
32919.515091,59148.250779,37.56563,-6.902298,29500.0,9938.401442,2033.818646,5605,3438.625874,sad
32379.081338,62031.08647,32.388229,-7.339606,29000.0,8613.28125,3105.758047,10443,5103.049341,sad
33123.198123,60046.117263,34.758545,-6.73073,3000.0,10766.601562,2498.908402,6943,4342.385742,sad
33654.691204,66327.695085,29.205507,-7.493808,39600.0,15199.908088,2687.118009,8998,4735.625493,sad
34581.177471,56056.326241,61.774686,-5.423017,26000.0,9228.515625,2019.299044,5181,3547.323331,sad
31245.910367,58240.362364,32.973614,-7.029806,28000.0,9228.515625,2215.495494,5427,3981.399536,sad
31355.875397,58211.198982,35.232734,-6.921474,37500.0,18457.03125,2433.805672,6893,4300.757843,sad
31948.329516,60483.437917,33.55477,-7.509238,17000.0,9228.515625,2151.250012,5525,3476.025648,sad
32248.812666,56390.820354,43.378774,-6.560329,26500.0,9570.3125,2028.294779,5175,3486.506454,sad
35051.80125,64378.557548,30.750837,-7.187931,31500.0,9938.401442,2697.691227,8168,4390.134565,sad
29741.48045,47369.423086,70.074044,-5.007938,25000.0,9938.401442,2258.481609,5761,3812.478083,sad
31408.608335,56324.851677,48.239902,-6.697914,26500.0,9570.3125,2181.844865,5334,3983.526808,sad
29871.696776,59023.603859,30.014414,-7.361592,29666.666667,15199.908088,2608.61911,7637,4663.134766,sad
33780.907545,62958.758873,35.662867,-7.013906,32750.0,13599.917763,2478.253667,7251,4369.790884,sad
30508.41217,57907.746364,37.060216,-6.989626,28500.0,9570.3125,2440.930579,7059,4180.847168,sad
36706.93429,63517.933471,33.167504,-6.444952,18500.0,11234.714674,2230.051117,6473,3777.731323,sad
33046.593487,65332.05822,31.325139,-7.543333,29500.0,8910.290948,3059.322006,11279,4870.428182,sad
31706.52615,57197.432375,37.544031,-6.708133,36500.0,15199.908088,2454.375893,6272,4488.31286,sad
33188.704603,57773.853284,38.285539,-6.538604,40666.666667,9570.3125,2007.333117,4751,3581.384018,sad
36149.271669,64068.194618,38.45359,-6.910624,29500.0,9228.515625,2093.707012,5688,3521.531511,sad
33363.59262,62010.159415,37.865505,-7.383136,40333.333333,9938.401442,2062.022752,5869,3324.437973,sad
35505.098104,62647.255109,38.00885,-6.785539,29500.0,8910.290948,2002.472527,5455,3324.834229,sad
31571.48816,54925.744439,49.085319,-6.487293,23500.0,9938.401442,1860.088049,4504,3001.369629,sad
34434.59857,59700.760423,34.178365,-6.31654,33000.0,9570.3125,2111.848047,5629,3829.895508,sad
35444.119971,67669.374009,30.044271,-7.45955,42666.666667,9228.515625,2835.605861,9914,4457.073975,sad
32656.366585,57936.650935,39.546505,-6.32007,27000.0,9938.401442,2359.047726,6253,4151.601562,sad
34193.673976,63981.282474,38.661122,-7.522124,31000.0,8910.290948,2095.241856,5727,3563.418857,sad
32805.620457,60934.063954,38.869105,-7.249599,28500.0,9938.401442,2070.390494,5310,3696.718196,sad
32467.272773,61007.028524,28.39751,-7.432228,41750.0,13599.917763,2347.350677,6461,4167.459869,sad
32408.143829,58919.881552,35.29634,-6.763198,4000.0,11234.714674,2914.293696,9730,4731.37207,sad
35327.155691,64816.191416,33.941414,-7.021198,25000.0,13599.917763,2463.822742,8143,3941.704102,sad
33961.454157,59910.051925,38.54996,-6.757448,29000.0,9228.515625,1993.23284,5047,3518.772125,sad
31949.742103,58599.44288,37.757453,-6.662425,41000.0,9938.401442,2262.096422,5917,4199.405273,sad
35544.996907,58361.696712,51.361412,-5.592328,39000.0,9938.401442,2409.011355,7176,4364.906939,sad
31782.624392,57580.136654,42.580776,-6.788819,54000.0,10766.601562,2099.236987,5074,3813.983604,sad
33288.313169,61688.432894,31.421345,-6.574102,44666.666667,9570.3125,2929.105474,10289,4882.554118,sad
34633.387273,62862.796005,31.316634,-7.057352,3000.0,11234.714674,2137.483789,5755,3762.388916,sad
33137.643754,61374.696955,35.661612,-6.920847,25000.0,12304.6875,2251.377517,6297,4072.625373,sad
37158.524911,68695.457166,27.367881,-7.102913,47000.0,11234.714674,2497.866612,8084,4180.060309,sad
32168.929597,62085.110215,28.562114,-7.790672,29000.0,9570.3125,2343.155539,6403,3885.173035,sad
32762.048528,61100.556371,34.698896,-6.68361,33666.666667,11745.383523,2381.512164,7217,4283.075988,sad
30630.429784,55800.360438,36.39121,-6.55467,34750.0,11234.714674,2348.837066,6543,4191.236115,sad
35869.517033,60646.249622,34.13311,-6.132856,18000.0,8613.28125,2075.625049,5726,3540.826114,sad
33693.949299,57050.877845,42.221647,-6.34699,25500.0,9938.401442,2044.912582,5141,3493.177066,sad
27465.333424,49359.041177,39.226975,-6.149918,37333.333333,11745.383523,2681.777894,7687,4739.603175,sad
31212.174826,55240.625959,33.499215,-6.390546,24500.0,10766.601562,2269.246689,5435,4181.679324,sad
32439.485057,54906.728543,47.981184,-6.039582,27500.0,9938.401442,2157.142575,5681,3749.092742,sad
31876.731839,57147.794901,34.099828,-6.793296,27500.0,9938.401442,2034.052657,5039,3543.022303,sad
37393.953257,66826.745542,42.048622,-6.689272,29500.0,8613.28125,2509.279443,7914,4283.835005,sad
33089.548505,59122.673685,34.450144,-6.380668,28500.0,9228.515625,2555.74276,7759,4391.823443,sad
